"","Age","Marital_Status","Dependents","Education_Level","Employment_Type","Years_Employed","Housing_Status","Annual_Income","Credit_History_Length","Debt_to_Income_Ratio","Loan_Amount","Loan_Term","Interest_Rate","Purpose","Credit_Score","Credit_Utilization","Num_Past_Due_Payments","Num_Credit_Cards","Has_Mortgage","Savings_Account_Balance","Checking_Account_Balance","Past_Default","Co_Signer","Loan_Default"
"933",44,"Separated",1,"HighSchool","Salaried",26,"Own",78808,26,0.423,32859,18,10.34,"Debt_Consolidation",850,0.306,0,3,"No",12944,7155,"No","No","No"
"934",32,"Married",2,"Bachelor","Salaried",12,"Own",100587,14,0.262,13858,36,10.66,"Debt_Consolidation",808,0.215,0,4,"No",28133,9474,"No","No","No"
"935",40,"Divorced",2,"Bachelor","Self_Employed",19,"Mortgage",117825,22,0.497,47212,24,11.74,"Credit_Card",733,0.299,0,5,"No",20711,4750,"No","No","No"
"936",21,"Married",2,"HighSchool","Salaried",2,"Rent",37161,3,0.28,14491,48,11,"Auto",752,0.706,1,2,"No",3619,2731,"No","No","No"
"937",43,"Married",3,"Bachelor","Salaried",25,"Mortgage",134972,25,0.854,73747,60,12.27,"Debt_Consolidation",835,0.803,0,6,"Yes",6270,5735,"No","No","No"
"938",48,"Widowed",1,"Bachelor","Salaried",28,"Own",138648,30,0.236,80974,48,12.28,"Home_Improvement",783,0.594,0,10,"No",51296,26093,"No","No","No"
"939",29,"Married",3,"HighSchool","Salaried",9,"Own",67063,11,0.303,24783,36,9.14,"Auto",764,0.204,0,0,"No",70753,1238,"No","No","No"
"940",21,"Divorced",1,"Bachelor","Self_Employed",1,"Own",69450,3,0.18,22749,36,11.65,"Medical",760,0.194,0,5,"No",1254,6691,"No","Yes","No"
"941",23,"Married",1,"Bachelor","Salaried",2,"Own",66576,5,0.164,22240,48,10.72,"Auto",759,0.389,0,5,"No",13060,16254,"No","Yes","No"
"942",27,"Married",5,"HighSchool","Salaried",8,"Mortgage",107703,9,0.769,46341,36,10.49,"Debt_Consolidation",728,0.236,0,6,"Yes",20932,11859,"No","No","No"
"943",50,"Married",1,"HighSchool","Unemployed",2,"Own",42931,9,0.582,7011,24,9.87,"Debt_Consolidation",752,0.18,1,2,"Yes",1673,2425,"No","No","No"
"944",38,"Married",2,"HighSchool","Salaried",18,"Rent",46987,20,0.295,21106,60,10.73,"Auto",773,0.54,1,2,"No",5152,4566,"No","Yes","Yes"
"945",26,"Single",3,"Bachelor","Salaried",7,"Own",93393,8,0.524,25651,24,11,"Home_Improvement",819,0.486,0,7,"No",5299,7129,"No","No","No"
"946",44,"Married",0,"Master","Salaried",26,"Mortgage",141651,26,0.491,16045,48,12.78,"Vacation",830,0.514,0,6,"Yes",4589,14888,"No","No","No"
"947",21,"Married",3,"Master","Student",1,"Mortgage",26312,3,0.95,24650,18,14.08,"Auto",644,0.78,1,1,"No",724,3254,"No","No","Yes"
"948",36,"Separated",4,"Master","Salaried",17,"Own",323297,18,0.739,42066,12,11.44,"Credit_Card",745,0.795,0,15,"Yes",61375,5083,"No","No","No"
"949",49,"Single",0,"Master","Salaried",30,"Own",79149,31,0.481,58759,60,12.34,"Education",813,0.361,0,0,"No",47107,15626,"No","No","No"
"950",35,"Divorced",0,"HighSchool","Salaried",17,"Own",64025,17,0.519,42319,48,11.57,"Home_Improvement",733,0.615,0,1,"No",4158,6008,"No","No","No"
"951",51,"Single",0,"Bachelor","Salaried",28,"Own",134813,32,0.181,23726,18,10.68,"Credit_Card",731,0.754,0,9,"No",36155,14299,"No","No","No"
"952",56,"Married",1,"HighSchool","Salaried",37,"Mortgage",103429,38,0.409,29045,48,11.55,"Debt_Consolidation",840,0.38,0,2,"Yes",9629,5168,"No","No","No"
"953",26,"Single",2,"Bachelor","Salaried",6,"Mortgage",83307,8,0.576,15735,12,10.36,"Home_Improvement",850,0.284,1,6,"Yes",5225,2089,"No","Yes","No"
"954",26,"Married",2,"Bachelor","Salaried",6,"Rent",55703,8,0.792,35068,18,10.18,"Home_Improvement",792,0.575,0,1,"No",2359,3906,"No","No","Yes"
"955",29,"Married",2,"Bachelor","Salaried",5,"Rent",93732,9,0.526,17581,12,9,"Auto",833,0.13,0,6,"Yes",13864,13141,"No","No","No"
"956",43,"Separated",1,"HighSchool","Salaried",19,"Rent",57279,25,0.525,12891,48,9.35,"Auto",850,0.189,0,5,"Yes",45952,4496,"No","Yes","No"
"957",46,"Married",1,"Master","Unemployed",2,"Own",56299,5,0.519,38438,84,17.45,"Auto",625,0.391,1,5,"Yes",1337,1801,"No","Yes","No"
"958",50,"Single",0,"HighSchool","Self_Employed",32,"Own",57581,32,0.77,30532,48,11.84,"Personal",808,0.456,1,3,"Yes",270,6891,"No","Yes","No"
"959",51,"Single",1,"HighSchool","Salaried",33,"Own",222696,33,0.523,56281,60,10.92,"Debt_Consolidation",793,0.337,0,11,"Yes",105117,44872,"No","No","Yes"
"960",49,"Married",1,"Bachelor","Salaried",30,"Mortgage",139911,31,0.747,87748,18,10.59,"Home_Improvement",792,0.516,0,7,"No",45857,6216,"No","No","No"
"961",47,"Married",0,"Bachelor","Salaried",25,"Mortgage",106044,29,0.604,74314,48,14.32,"Business",789,0.213,0,8,"Yes",4558,15864,"No","No","No"
"962",40,"Married",0,"HighSchool","Salaried",21,"Own",50240,22,0.375,26897,36,9.22,"Auto",850,0.524,0,3,"Yes",703,2777,"No","No","No"
"963",29,"Single",0,"Master","Salaried",10,"Mortgage",137472,11,0.117,21096,60,10.8,"Home_Improvement",830,0.118,0,8,"No",3166,15287,"No","No","No"
"964",31,"Divorced",2,"Other","Salaried",10,"Mortgage",86166,13,0.555,44424,36,11.01,"Education",744,0.435,0,7,"No",6231,19717,"No","No","No"
"965",42,"Single",0,"Bachelor","Salaried",21,"Mortgage",78913,24,0.771,18490,72,11.45,"Auto",850,0.264,0,11,"Yes",8195,4300,"No","No","No"
"966",55,"Single",0,"Other","Salaried",34,"Own",90378,37,0.739,67567,36,8.43,"Home_Improvement",802,0.435,0,8,"Yes",5532,21356,"No","No","No"
"967",55,"Single",0,"HighSchool","Salaried",34,"Mortgage",72240,37,0.245,14542,48,11.23,"Home_Improvement",774,0.522,0,2,"No",2582,1846,"No","No","No"
"968",21,"Married",1,"Bachelor","Student",1,"Own",17101,3,0.805,12193,12,10.62,"Education",736,0.314,1,1,"No",1950,986,"No","No","No"
"969",30,"Married",0,"HighSchool","Self_Employed",11,"Own",100587,12,0.408,25461,48,10.28,"Auto",756,0.475,0,5,"Yes",15486,3452,"No","No","No"
"970",52,"Single",1,"Other","Salaried",33,"Mortgage",178241,34,0.293,122066,60,15.43,"Medical",845,0.551,0,13,"No",4715,9472,"No","No","No"
"971",27,"Married",1,"HighSchool","Salaried",8,"Mortgage",80270,9,0.277,51379,84,12.97,"Auto",756,0.536,0,4,"No",1088,14141,"No","No","No"
"972",22,"Divorced",2,"Other","Student",1,"Mortgage",21788,4,0.437,10264,18,11.61,"Home_Improvement",668,0.882,0,2,"No",346,600,"No","No","No"
"973",44,"Married",3,"Other","Self_Employed",21,"Mortgage",45468,24,0.224,19787,72,14.13,"Medical",761,0.745,1,3,"No",502,9014,"No","No","No"
"974",55,"Single",1,"HighSchool","Self_Employed",34,"Mortgage",100619,37,0.316,25075,24,9.78,"Home_Improvement",834,0.487,0,5,"No",55785,32927,"No","No","No"
"975",57,"Single",0,"HighSchool","Salaried",39,"Mortgage",72907,39,0.576,18244,48,10.64,"Home_Improvement",850,0.661,0,4,"Yes",1250,2780,"No","No","No"
"976",43,"Single",2,"HighSchool","Salaried",24,"Own",91038,25,0.589,26017,36,8.43,"Debt_Consolidation",818,0.332,0,7,"Yes",12979,7718,"No","No","Yes"
"977",45,"Widowed",1,"Bachelor","Unemployed",0,"Mortgage",43915,7,0.704,16223,24,8.74,"Debt_Consolidation",775,0.176,2,2,"Yes",1164,6800,"No","No","No"
"978",44,"Married",1,"HighSchool","Unemployed",1,"Mortgage",41692,5,0.808,18381,36,10.76,"Medical",731,0.264,0,5,"Yes",4401,2313,"No","No","No"
"979",38,"Married",0,"Master","Self_Employed",19,"Own",117806,20,0.672,64993,36,9.99,"Education",845,0.252,0,6,"Yes",253525,7638,"No","Yes","No"
"980",21,"Single",0,"Master","Salaried",0,"Mortgage",92895,3,0.493,21332,60,12.59,"Medical",744,0.692,1,5,"No",2486,6768,"No","No","Yes"
"981",46,"Married",1,"Bachelor","Salaried",25,"Mortgage",112741,28,0.446,35622,48,9.64,"Home_Improvement",826,0.421,0,8,"Yes",4068,2908,"No","No","No"
"982",34,"Separated",1,"Bachelor","Unemployed",1,"Rent",23017,4,0.313,10274,36,9.23,"Home_Improvement",721,0.329,2,1,"No",1901,564,"No","No","No"
"983",48,"Single",0,"HighSchool","Salaried",25,"Own",57399,30,0.193,26368,72,13.5,"Home_Improvement",798,0.417,0,3,"No",24109,1713,"No","No","No"
"984",32,"Married",3,"Bachelor","Salaried",13,"Mortgage",95892,14,0.724,33614,36,9.94,"Credit_Card",837,0.702,0,2,"Yes",32853,3804,"No","No","No"
"985",22,"Married",1,"HighSchool","Self_Employed",0,"Mortgage",69326,4,0.377,15714,18,12.79,"Credit_Card",662,0.177,1,4,"Yes",590,4118,"No","No","No"
"986",50,"Married",0,"HighSchool","Self_Employed",31,"Own",103892,32,0.49,22475,48,10.36,"Debt_Consolidation",850,0.052,0,9,"Yes",8703,4819,"No","No","No"
"987",40,"Married",3,"Master","Salaried",18,"Mortgage",105872,22,0.568,41707,36,10.26,"Auto",730,0.63,0,9,"Yes",4525,12779,"No","No","No"
"988",70,"Divorced",0,"Other","Retired",5,"Mortgage",45507,11,0.95,18763,12,9.73,"Debt_Consolidation",787,0.113,0,6,"Yes",3312,4871,"No","No","Yes"
"989",47,"Married",3,"Master","Self_Employed",25,"Own",88648,29,0.196,14690,24,10.11,"Credit_Card",838,0.727,0,5,"No",24019,3871,"No","Yes","No"
"990",48,"Separated",1,"Master","Salaried",29,"Mortgage",96625,30,0.696,65953,48,11.77,"Medical",784,0.605,0,6,"Yes",6806,8840,"No","Yes","No"
"991",46,"Married",1,"HighSchool","Salaried",25,"Mortgage",93143,28,0.502,38657,48,9.87,"Education",834,0.103,0,4,"Yes",27759,5094,"No","No","No"
"992",32,"Divorced",1,"Bachelor","Self_Employed",13,"Mortgage",109618,14,0.743,49703,18,11.79,"Medical",665,0.376,0,5,"Yes",1487,3334,"No","Yes","No"
"993",34,"Married",1,"Bachelor","Salaried",13,"Mortgage",89925,16,0.507,43749,36,8.68,"Education",804,0.134,0,5,"Yes",22803,3694,"No","No","No"
"994",49,"Divorced",0,"Bachelor","Self_Employed",27,"Own",157351,31,0.449,57655,36,9.73,"Debt_Consolidation",850,0.237,0,10,"Yes",77868,37100,"No","No","No"
"995",49,"Single",0,"HighSchool","Salaried",30,"Mortgage",110992,31,0.95,78478,12,11.23,"Education",850,0.269,0,5,"Yes",18980,5874,"No","No","No"
"996",44,"Single",0,"Other","Salaried",25,"Mortgage",140952,26,0.429,29931,60,12.59,"Medical",757,0.72,0,9,"Yes",3994,56472,"No","Yes","Yes"
"997",28,"Single",1,"Master","Salaried",7,"Mortgage",65893,10,0.497,10067,12,12.62,"Vacation",698,0.539,0,1,"Yes",6974,7574,"No","No","No"
"998",55,"Single",0,"HighSchool","Salaried",35,"Mortgage",82269,37,0.534,34588,24,9.99,"Home_Improvement",831,0.452,0,7,"Yes",37222,5865,"No","No","No"
"999",24,"Married",1,"Master","Salaried",6,"Own",129656,6,0.67,31622,12,10.19,"Credit_Card",790,0.232,0,4,"Yes",15148,9702,"No","No","No"
"1000",34,"Divorced",1,"HighSchool","Unemployed",0,"Own",31130,4,0.272,10881,24,11.75,"Home_Improvement",679,0.392,2,2,"No",2081,2747,"No","No","No"
"1001",61,"Married",1,"Bachelor","Salaried",42,"Mortgage",130148,43,0.514,41231,36,10.13,"Debt_Consolidation",850,0.34,1,5,"Yes",38599,17104,"No","No","No"
"1002",43,"Married",1,"PhD","Self_Employed",24,"Own",118540,25,0.191,45955,48,10.1,"Home_Improvement",757,0.348,0,8,"No",66767,60047,"No","No","No"
"1003",48,"Single",0,"Bachelor","Salaried",23,"Mortgage",82767,26,0.95,35149,18,11.77,"Business",850,0.49,0,9,"Yes",40206,5178,"No","No","No"
"1004",42,"Separated",2,"HighSchool","Unemployed",2,"Own",23131,9,0.3,7056,36,11.18,"Home_Improvement",678,0.477,1,3,"No",595,3773,"No","No","No"
"1005",28,"Married",4,"HighSchool","Salaried",7,"Mortgage",74684,10,0.417,22981,36,8.42,"Home_Improvement",850,0.433,0,5,"Yes",3412,2142,"No","No","No"
"1006",32,"Married",1,"HighSchool","Self_Employed",12,"Own",104707,14,0.778,23449,12,9.35,"Credit_Card",818,0.449,0,5,"Yes",2401,7220,"No","Yes","No"
"1007",40,"Married",1,"Bachelor","Salaried",19,"Own",86110,22,0.221,13764,36,10.15,"Home_Improvement",784,0.292,0,9,"No",3037,10455,"No","No","No"
"1008",21,"Divorced",1,"Bachelor","Unemployed",2,"Mortgage",27018,3,0.404,9748,24,14.04,"Debt_Consolidation",621,0.714,1,5,"No",351,1595,"No","No","No"
"1009",30,"Single",0,"Bachelor","Salaried",8,"Rent",73549,12,0.237,24722,24,10.34,"Auto",796,0.254,0,3,"No",52027,3483,"No","No","No"
"1010",46,"Married",1,"HighSchool","Salaried",24,"Own",98109,28,0.293,11666,48,11.16,"Debt_Consolidation",840,0.472,0,6,"Yes",27214,7409,"No","No","No"
"1011",35,"Married",1,"Bachelor","Self_Employed",16,"Mortgage",118444,17,0.572,85468,60,13.3,"Business",807,0.622,0,5,"Yes",6563,16042,"No","No","No"
"1012",35,"Separated",4,"Master","Unemployed",0,"Rent",25842,6,0.403,15889,24,12.96,"Debt_Consolidation",689,0.457,1,5,"No",704,826,"No","No","No"
"1013",47,"Married",4,"Other","Retired",0,"Own",29621,6,0.508,15847,36,11.32,"Debt_Consolidation",693,0.373,3,3,"Yes",7904,6529,"No","No","No"
"1014",33,"Single",0,"HighSchool","Salaried",12,"Rent",79922,15,0.483,35613,24,10.4,"Education",736,0.151,0,6,"Yes",6281,3586,"No","Yes","No"
"1015",44,"Married",1,"HighSchool","Unemployed",0,"Mortgage",23291,8,0.59,5932,36,12.75,"Credit_Card",723,0.685,0,5,"Yes",874,2174,"No","Yes","Yes"
"1016",24,"Married",1,"Bachelor","Salaried",4,"Mortgage",80743,6,0.64,22899,24,10.09,"Debt_Consolidation",693,0.229,1,5,"Yes",4766,5591,"No","Yes","No"
"1017",26,"Single",1,"PhD","Salaried",5,"Own",126835,8,0.935,119590,24,11.74,"Business",759,0.659,0,6,"Yes",3004,19470,"No","Yes","No"
"1018",21,"Single",0,"Bachelor","Salaried",3,"Mortgage",59433,3,0.597,59385,48,10.93,"Education",759,0.618,0,3,"No",5728,2557,"No","No","Yes"
"1019",39,"Married",2,"Bachelor","Salaried",16,"Own",80224,19,0.299,22190,24,12.16,"Medical",850,0.585,0,7,"No",4333,8265,"No","No","No"
"1020",36,"Married",2,"HighSchool","Salaried",15,"Mortgage",64788,18,0.638,30667,48,10.61,"Education",810,0.477,0,1,"Yes",1481,3286,"No","No","No"
"1021",52,"Married",1,"HighSchool","Self_Employed",33,"Own",58170,34,0.765,38375,24,12.3,"Business",850,0.044,0,4,"Yes",3237,2923,"No","No","Yes"
"1022",38,"Single",2,"Master","Salaried",18,"Mortgage",190307,20,0.911,36384,48,12.28,"Medical",850,0.568,0,15,"Yes",5078,3713,"No","No","No"
"1023",52,"Married",1,"Master","Unemployed",0,"Mortgage",38708,2,0.866,17411,12,11.26,"Home_Improvement",691,0.292,0,6,"Yes",4506,767,"No","Yes","Yes"
"1024",57,"Divorced",0,"Bachelor","Salaried",35,"Own",191613,39,0.478,76985,84,13.13,"Auto",850,0.175,0,8,"Yes",11410,18754,"No","No","No"
"1025",33,"Single",0,"Bachelor","Salaried",13,"Mortgage",54895,15,0.657,18062,18,10.21,"Home_Improvement",775,0.179,0,3,"Yes",3421,11592,"No","No","No"
"1026",42,"Married",2,"Master","Salaried",22,"Mortgage",168089,24,0.539,40683,36,12.12,"Medical",766,0.27,0,6,"Yes",38578,12899,"No","Yes","No"
"1027",30,"Divorced",3,"PhD","Salaried",10,"Own",92440,12,0.205,24894,36,9.76,"Home_Improvement",820,0.308,0,6,"No",791,10731,"No","No","No"
"1028",45,"Married",3,"Master","Salaried",25,"Own",235057,27,0.713,66401,24,10,"Personal",850,0.661,1,12,"Yes",34569,15377,"No","No","No"
"1029",27,"Married",3,"Bachelor","Unemployed",0,"Mortgage",21828,7,0.783,24634,24,11.55,"Education",700,0.617,2,1,"No",2248,1620,"No","Yes","Yes"
"1030",28,"Single",0,"Bachelor","Salaried",6,"Mortgage",86675,10,0.355,8654,24,10.62,"Vacation",825,0.276,0,7,"Yes",1137,6953,"No","No","No"
"1031",41,"Single",0,"Bachelor","Salaried",23,"Other",127740,23,0.251,51510,36,9.95,"Auto",715,0.436,1,7,"No",18167,14584,"No","No","No"
"1032",39,"Separated",1,"Bachelor","Unemployed",1,"Mortgage",37975,3,0.929,11969,48,11.78,"Debt_Consolidation",706,0.679,2,2,"Yes",1380,4169,"No","No","Yes"
"1033",41,"Married",1,"HighSchool","Retired",0,"Mortgage",24945,3,0.658,10755,48,11.04,"Home_Improvement",794,0.263,0,4,"Yes",3596,8400,"No","No","Yes"
"1034",39,"Single",0,"HighSchool","Salaried",17,"Rent",66473,21,0.246,23607,72,10.4,"Home_Improvement",841,0.284,0,3,"No",4791,16872,"No","Yes","No"
"1035",33,"Married",1,"Bachelor","Salaried",14,"Own",128116,15,0.619,18204,12,9.26,"Home_Improvement",850,0.343,0,11,"Yes",89850,10061,"No","No","No"
"1036",37,"Married",3,"HighSchool","Self_Employed",17,"Mortgage",62382,19,0.842,46870,36,10.93,"Auto",825,0.443,0,6,"Yes",5604,4574,"No","No","No"
"1037",54,"Divorced",2,"HighSchool","Salaried",30,"Rent",86710,36,0.546,14539,18,10.92,"Credit_Card",843,0.658,0,5,"Yes",10115,4581,"No","No","No"
"1038",38,"Single",1,"Bachelor","Salaried",18,"Mortgage",78925,20,0.344,28389,48,11.04,"Debt_Consolidation",836,0.836,0,5,"Yes",21717,4847,"No","No","Yes"
"1039",25,"Married",1,"Bachelor","Self_Employed",6,"Mortgage",32482,7,0.874,31798,48,14.81,"Business",721,0.654,1,2,"No",7416,1262,"No","No","Yes"
"1040",30,"Single",0,"Bachelor","Salaried",7,"Mortgage",119778,12,0.572,39610,24,9.77,"Debt_Consolidation",850,0.065,0,13,"Yes",4614,23175,"No","No","No"
"1041",27,"Divorced",1,"Bachelor","Salaried",8,"Mortgage",80101,9,0.288,25464,36,8.26,"Auto",775,0.209,0,4,"No",6707,19366,"No","No","No"
"1042",29,"Single",0,"HighSchool","Salaried",7,"Rent",91896,10,0.243,9686,36,10.82,"Vacation",765,0.38,0,4,"No",6501,6092,"No","No","No"
"1043",25,"Married",3,"Bachelor","Salaried",4,"Rent",98007,7,0.253,69126,60,11.56,"Auto",821,0.265,0,4,"No",1790,15726,"No","No","No"
"1044",21,"Single",0,"Bachelor","Salaried",1,"Rent",68238,3,0.593,49090,36,9.76,"Education",760,0.287,0,5,"No",4574,6131,"No","No","No"
"1045",45,"Single",1,"Bachelor","Salaried",27,"Mortgage",149658,27,0.746,73462,36,10.72,"Home_Improvement",850,0.417,0,9,"Yes",10772,10552,"No","No","No"
"1046",45,"Married",0,"Bachelor","Self_Employed",26,"Mortgage",96681,27,0.662,54627,60,12.8,"Home_Improvement",727,0.212,0,4,"Yes",3447,18327,"Yes","No","No"
"1047",35,"Divorced",1,"Bachelor","Self_Employed",15,"Own",200615,17,0.702,94549,18,10.89,"Medical",836,0.271,0,6,"Yes",1431,9162,"No","No","No"
"1048",31,"Single",1,"Master","Salaried",7,"Mortgage",177547,10,0.542,39195,36,9.59,"Debt_Consolidation",765,0.569,0,8,"Yes",3958,4784,"No","No","No"
"1049",30,"Widowed",3,"Master","Salaried",11,"Other",115897,12,0.545,42686,12,11.62,"Business",805,0.434,0,8,"No",19426,13121,"No","No","No"
"1050",42,"Married",0,"Bachelor","Self_Employed",17,"Own",69696,23,0.781,59731,36,10.06,"Auto",850,0.514,0,2,"Yes",11022,3203,"No","No","No"
"1051",40,"Married",0,"Bachelor","Salaried",19,"Mortgage",71801,22,0.574,21613,12,7.74,"Home_Improvement",842,0.263,0,2,"Yes",4735,7754,"No","No","No"
"1052",42,"Single",1,"Bachelor","Salaried",23,"Mortgage",104931,24,0.29,49865,48,13.71,"Business",816,0.328,0,5,"No",4380,3455,"No","No","No"
"1053",38,"Single",2,"Master","Unemployed",1,"Own",38321,4,0.478,9823,24,11.82,"Credit_Card",713,0.718,0,1,"No",1903,1382,"No","No","No"
"1054",44,"Married",5,"Master","Salaried",25,"Mortgage",80359,26,0.764,76909,72,13.62,"Education",753,0.673,0,3,"Yes",13729,2382,"No","No","No"
"1055",42,"Single",1,"Bachelor","Salaried",18,"Mortgage",133903,23,0.572,58874,36,8.72,"Auto",762,0.534,0,4,"Yes",12949,13599,"No","Yes","No"
"1056",44,"Single",3,"Bachelor","Salaried",25,"Own",114733,26,0.56,74379,48,12.4,"Home_Improvement",850,0.129,0,3,"Yes",94790,9780,"No","No","No"
"1057",43,"Married",0,"Master","Salaried",24,"Own",135418,25,0.343,18672,24,12.53,"Medical",714,0.644,1,6,"No",33289,14009,"No","No","No"
"1058",55,"Divorced",1,"HighSchool","Student",0,"Mortgage",28588,4,0.192,17663,72,11.25,"Auto",737,0.224,0,2,"No",3281,7695,"No","No","No"
"1059",27,"Single",1,"Bachelor","Salaried",8,"Mortgage",87933,9,0.908,38709,24,9.64,"Home_Improvement",777,0.699,0,8,"Yes",882,11441,"No","No","No"
"1060",53,"Divorced",0,"HighSchool","Salaried",33,"Own",263521,35,0.728,73801,36,10.48,"Credit_Card",829,0.726,0,15,"Yes",9282,17833,"No","Yes","No"
"1061",35,"Married",3,"HighSchool","Self_Employed",16,"Own",43814,17,0.95,34180,24,10.5,"Education",824,0.412,0,2,"Yes",2259,3079,"No","No","Yes"
"1062",37,"Widowed",2,"Master","Unemployed",1,"Rent",47254,6,0.386,11880,12,8.74,"Debt_Consolidation",753,0.257,0,2,"No",4914,1775,"No","No","No"
"1063",39,"Married",1,"Master","Salaried",20,"Mortgage",157848,21,0.735,75828,60,10.37,"Auto",850,0.316,0,11,"Yes",300938,6672,"No","No","No"
"1064",34,"Married",5,"Bachelor","Self_Employed",14,"Own",90068,16,0.534,35731,12,10.58,"Debt_Consolidation",826,0.561,0,4,"No",2381,5236,"No","No","No"
"1065",21,"Married",1,"Bachelor","Salaried",0,"Mortgage",67563,3,0.552,87035,84,15.36,"Education",816,0.595,0,4,"Yes",314,3980,"No","No","Yes"
"1066",35,"Married",2,"HighSchool","Salaried",15,"Mortgage",56280,17,0.38,5125,18,10.95,"Credit_Card",772,0.408,0,5,"Yes",1556,17076,"No","No","No"
"1067",38,"Single",0,"HighSchool","Salaried",19,"Mortgage",95715,20,0.566,58841,84,13.71,"Education",823,0.501,0,6,"Yes",9380,25481,"No","No","No"
"1068",21,"Married",4,"Bachelor","Salaried",2,"Own",43210,3,0.379,30917,48,10.91,"Auto",776,0.404,0,0,"No",48715,1924,"No","No","No"
"1069",43,"Married",1,"HighSchool","Salaried",20,"Own",99651,23,0.798,35497,24,11.75,"Debt_Consolidation",794,0.505,0,8,"Yes",1038,1210,"No","Yes","No"
"1070",32,"Single",1,"HighSchool","Salaried",13,"Rent",64405,14,0.28,30084,48,9.6,"Auto",844,0.083,0,3,"No",2128,3015,"No","No","No"
"1071",52,"Separated",1,"HighSchool","Unemployed",0,"Rent",30801,6,0.386,9687,18,11.92,"Debt_Consolidation",642,0.616,1,1,"No",1996,1361,"No","No","Yes"
"1072",41,"Married",1,"HighSchool","Salaried",17,"Mortgage",134856,22,0.531,41933,24,9.01,"Debt_Consolidation",850,0.697,0,3,"Yes",2558,20846,"No","Yes","No"
"1073",30,"Married",2,"HighSchool","Salaried",10,"Rent",53110,12,0.332,23595,48,11.19,"Credit_Card",730,0.59,0,4,"No",4399,3240,"No","No","No"
"1074",40,"Single",0,"Bachelor","Salaried",22,"Mortgage",161669,22,0.37,68518,60,12.25,"Home_Improvement",850,0.379,0,8,"No",7234,6235,"No","No","No"
"1075",41,"Married",2,"Bachelor","Salaried",19,"Mortgage",171216,23,0.492,76548,72,12.65,"Home_Improvement",833,0.845,0,7,"Yes",27518,24630,"No","No","No"
"1076",47,"Single",1,"Bachelor","Salaried",29,"Mortgage",132697,29,0.52,46287,60,10.77,"Personal",850,0.401,0,3,"Yes",28659,15250,"No","No","No"
"1077",36,"Single",0,"Other","Self_Employed",13,"Mortgage",52525,17,0.515,22734,36,10.19,"Home_Improvement",755,0.03,0,7,"Yes",845,3094,"No","No","No"
"1078",21,"Married",2,"Bachelor","Student",1,"Mortgage",31335,3,0.398,17918,24,9.84,"Auto",706,0.532,1,3,"No",184,1963,"No","No","No"
"1079",25,"Married",3,"Master","Salaried",4,"Mortgage",93768,7,0.542,48163,48,10.75,"Debt_Consolidation",821,0.602,0,8,"Yes",673,4494,"No","Yes","No"
"1080",29,"Single",0,"Bachelor","Unemployed",1,"Own",44271,5,0.242,10607,18,11.73,"Debt_Consolidation",667,0.661,0,1,"No",1387,2100,"No","No","No"
"1081",42,"Single",2,"HighSchool","Salaried",21,"Mortgage",112728,24,0.616,37859,60,10.44,"Auto",786,0.829,0,4,"Yes",13181,14887,"No","No","No"
"1082",35,"Divorced",0,"Master","Self_Employed",12,"Mortgage",123006,17,0.714,25290,24,10.47,"Auto",817,0.261,0,8,"Yes",21590,4590,"No","No","No"
"1083",32,"Divorced",1,"Bachelor","Salaried",9,"Own",68308,14,0.571,22640,12,7.45,"Home_Improvement",850,0.589,0,1,"No",4452,13066,"No","No","No"
"1084",30,"Married",2,"HighSchool","Salaried",10,"Own",76333,12,0.246,8802,18,9.8,"Home_Improvement",765,0.228,1,8,"No",1784,9860,"No","No","No"
"1085",40,"Widowed",1,"HighSchool","Salaried",20,"Own",72529,22,0.431,32628,36,9.26,"Debt_Consolidation",828,0.234,0,8,"No",2086,2855,"No","No","No"
"1086",29,"Married",2,"Bachelor","Salaried",9,"Own",245230,11,0.333,118607,84,14.4,"Debt_Consolidation",776,0.294,0,15,"No",6366,30063,"No","No","No"
"1087",34,"Single",0,"Bachelor","Salaried",15,"Own",105093,16,0.492,38106,36,10.1,"Auto",787,0.08,0,6,"No",10979,11045,"No","No","No"
"1088",29,"Divorced",0,"Bachelor","Salaried",9,"Own",154670,11,0.649,18903,36,12.05,"Vacation",791,0.388,0,11,"Yes",3065,4038,"No","No","No"
"1089",24,"Married",1,"HighSchool","Student",1,"Rent",18777,5,0.521,12826,36,11.38,"Education",796,0.283,0,1,"No",5852,1794,"No","Yes","No"
"1090",48,"Single",0,"Bachelor","Salaried",29,"Mortgage",191984,30,0.503,39687,48,11.75,"Credit_Card",850,0.071,0,5,"Yes",22699,17746,"No","No","No"
"1091",25,"Married",2,"HighSchool","Self_Employed",4,"Own",67823,7,0.458,14313,72,13.47,"Debt_Consolidation",756,0.629,0,2,"No",1370,1561,"No","No","No"
"1092",39,"Divorced",2,"PhD","Salaried",20,"Mortgage",206508,21,0.194,78567,36,8.59,"Home_Improvement",827,0.19,0,5,"No",2078,21462,"No","No","No"
"1093",32,"Married",2,"HighSchool","Salaried",12,"Mortgage",90848,14,0.527,43442,72,10.04,"Auto",799,0.752,0,4,"Yes",13625,1743,"No","No","No"
"1094",27,"Married",1,"Bachelor","Salaried",9,"Mortgage",55915,9,0.258,42534,60,12.99,"Education",825,0.493,0,0,"No",3806,5079,"No","No","No"
