product,org:group,resource country,case:concept:name,impact,concept:name,org:resource,organization involved,lifecycle:transition,org:role,organization country,time:timestamp
PROD379,G311,POLAND,1-739425301,Medium,Accepted,Tomasz,Org line C,In Progress,V3_2,pl,2012-05-04 12:13:12+00:00
PROD379,G311,POLAND,1-739425301,Medium,Accepted,Tomasz,Org line C,Assigned,V3_2,pl,2012-05-04 12:13:22+00:00
PROD379,G311,POLAND,1-739425301,Medium,Accepted,Karoly,Org line C,In Progress,V3_2,pl,2012-05-04 12:17:50+00:00
PROD379,G311,POLAND,1-739425301,Medium,Completed,Karoly,Org line C,Resolved,V3_2,pl,2012-05-04 12:21:30+00:00
PROD379,G311,0,1-739425301,Medium,Completed,Siebel,Org line C,Closed,V3_2,pl,2012-05-04 23:04:01+00:00
PROD660,S42,Sweden,1-739426614,Medium,Accepted,Andreas,Org line C,In Progress,V3_2,se,2012-05-03 11:46:34+00:00
PROD660,S42,Sweden,1-739426614,Medium,Accepted,Andreas,Org line C,In Progress,V3_2,se,2012-05-03 11:46:40+00:00
PROD660,S42,Sweden,1-739426614,Medium,Completed,Andreas,Org line C,In Call,V3_2,se,2012-05-03 12:04:07+00:00
PROD236,D8,POLAND,1-739441534,Medium,Accepted,Marcin,Org line A2,In Progress,A2_1,pl,2012-05-03 11:58:39+00:00
PROD236,D8,POLAND,1-739441534,Medium,Accepted,Marcin,Org line A2,In Progress,A2_1,pl,2012-05-03 11:58:49+00:00
PROD236,D8,POLAND,1-739441534,Medium,Completed,Marcin,Org line A2,In Call,A2_1,pl,2012-05-03 12:00:03+00:00
PROD126,D3,Brazil,1-739459635,Medium,Accepted,Alexandre,Org line B,In Progress,A2_1,br,2012-05-03 12:39:32+00:00
PROD126,D3,Brazil,1-739459635,Medium,Accepted,Alexandre,Org line B,In Progress,A2_1,br,2012-05-03 12:39:38+00:00
PROD126,D3,Brazil,1-739459635,Medium,Accepted,Alexandre,Org line B,Wait,A2_1,br,2012-05-03 13:07:02+00:00
PROD126,S2 2nd,Brazil,1-739459635,Medium,Queued,Alexandre,Org line A2,Awaiting Assignment,A2_2,br,2012-05-03 14:00:52+00:00
PROD126,S2 2nd,Brazil,1-739459635,Medium,Accepted,Nilton,Org line A2,In Progress,A2_2,br,2012-05-03 14:15:50+00:00
PROD126,S2 2nd,Brazil,1-739459635,Medium,Accepted,Nilton,Org line A2,Assigned,A2_2,br,2012-05-03 14:15:56+00:00
PROD126,S2 2nd,Brazil,1-739459635,Medium,Accepted,Vladimir,Org line A2,In Progress,A2_2,br,2012-05-03 14:17:11+00:00
PROD126,S2 2nd,Brazil,1-739459635,Medium,Accepted,Vladimir,Org line A2,In Progress,A2_2,br,2012-05-03 14:17:23+00:00
PROD126,S2 2nd,Brazil,1-739459635,Medium,Accepted,Vladimir,Org line A2,Wait - Vendor,A2_2,br,2012-05-03 14:20:15+00:00
PROD126,D3,Brazil,1-739459635,Medium,Queued,Vladimir,Org line B,Awaiting Assignment,A2_1,br,2012-05-04 18:29:27+00:00
PROD126,D3,Brazil,1-739459635,Medium,Accepted,Diego,Org line B,In Progress,A2_1,br,2012-05-04 18:48:25+00:00
PROD126,D3,Brazil,1-739459635,Medium,Accepted,Diego,Org line B,Assigned,A2_1,br,2012-05-04 18:48:34+00:00
PROD126,D3,Brazil,1-739459635,Medium,Accepted,Alexandre,Org line B,In Progress,A2_1,br,2012-05-04 19:49:52+00:00
PROD126,D3,Brazil,1-739459635,Medium,Completed,Alexandre,Org line B,Resolved,A2_1,br,2012-05-04 19:51:51+00:00
PROD126,D3,0,1-739459635,Medium,Completed,Siebel,Org line B,Closed,A2_1,br,2012-05-04 23:04:19+00:00
PROD544,G96,POLAND,1-739470748,Low,Accepted,Gael,Org line C,In Progress,V3_2,pl,2012-05-03 13:31:24+00:00
PROD544,G96,POLAND,1-739470748,Low,Accepted,Gael,Org line C,In Progress,V3_2,pl,2012-05-03 13:31:55+00:00
PROD544,G96,POLAND,1-739470748,Low,Completed,Gael,Org line C,In Call,V3_2,pl,2012-05-03 13:37:48+00:00
PROD694,N38,USA,1-739485214,Medium,Accepted,Sue,Org line C,In Progress,V3_2,pl,2012-05-03 12:10:50+00:00
PROD694,N38,USA,1-739485214,Medium,Accepted,Sue,Org line C,In Progress,V3_2,pl,2012-05-03 12:11:04+00:00
PROD694,M15 2nd,USA,1-739485214,Medium,Queued,Sue,Org line A2,Awaiting Assignment,A2_2,pl,2012-05-03 12:46:46+00:00
PROD694,M15 2nd,China,1-739485214,Medium,Accepted,Tracy,Org line A2,In Progress,A2_2,pl,2012-05-03 13:23:44+00:00
PROD694,M15 2nd,China,1-739485214,Medium,Accepted,Tracy,Org line A2,Wait - Implementation,A2_2,pl,2012-05-03 13:25:18+00:00
PROD694,M15 2nd,China,1-739485214,Medium,Completed,Tracy,Org line A2,Resolved,A2_2,pl,2012-05-09 07:07:08+00:00
PROD694,M15 2nd,0,1-739485214,Medium,Completed,Siebel,Org line A2,Closed,A2_2,pl,2012-05-09 23:10:19+00:00
PROD465,N38,USA,1-739510108,Medium,Accepted,Josh,Org line C,In Progress,V3_2,us,2012-05-03 12:40:58+00:00
PROD465,N38,USA,1-739510108,Medium,Accepted,Josh,Org line C,In Progress,V3_2,us,2012-05-03 12:44:35+00:00
PROD465,N32,USA,1-739510108,Medium,Queued,Josh,Org line C,Awaiting Assignment,V3_2,us,2012-05-03 12:44:43+00:00
PROD465,N32,USA,1-739510108,Medium,Accepted,Jason,Org line C,In Progress,V3_2,us,2012-05-03 13:04:50+00:00
PROD465,N32,USA,1-739510108,Medium,Completed,Jason,Org line C,Resolved,V3_2,us,2012-05-03 16:26:54+00:00
PROD465,N32,0,1-739510108,Medium,Completed,Siebel,Org line C,Closed,V3_2,us,2012-05-10 23:17:31+00:00
PROD716,S42,Sweden,1-739552585,Medium,Accepted,Johanna,Org line C,In Progress,V3_2,se,2012-05-03 13:30:40+00:00
PROD716,S42,Sweden,1-739552585,Medium,Accepted,Johanna,Org line C,In Progress,V3_2,se,2012-05-03 13:31:58+00:00
PROD716,S42,Sweden,1-739552585,Medium,Completed,Johanna,Org line C,Resolved,V3_2,se,2012-05-03 13:41:40+00:00
PROD716,S42,0,1-739552585,Medium,Completed,Siebel,Org line C,Closed,V3_2,se,2012-05-10 23:17:12+00:00
PROD235,D3,Brazil,1-739582153,Medium,Accepted,Gustavo,Org line B,In Progress,A2_1,br,2012-05-03 14:15:00+00:00
PROD235,D3,Brazil,1-739582153,Medium,Accepted,Gustavo,Org line B,In Progress,A2_1,br,2012-05-03 14:16:24+00:00
PROD235,D3,Brazil,1-739582153,Medium,Completed,Gustavo,Org line B,In Call,A2_1,br,2012-05-03 14:17:07+00:00
PROD424,N47,USA,1-739616002,Low,Accepted,Scott,Org line C,In Progress,V3_2,us,2012-05-03 13:56:46+00:00
PROD424,N47,USA,1-739616002,Low,Accepted,Scott,Org line C,In Progress,V3_2,us,2012-05-03 13:56:56+00:00
PROD424,N47,USA,1-739616002,Low,Completed,Scott,Org line C,Resolved,V3_2,us,2012-05-03 13:58:05+00:00
PROD424,N47,0,1-739616002,Low,Completed,Siebel,Org line C,Closed,V3_2,us,2012-05-10 23:17:04+00:00
PROD716,S42,Sweden,1-739617373,Medium,Accepted,Robert,Org line C,In Progress,V3_2,se,2012-05-03 14:18:23+00:00
PROD716,S42,Sweden,1-739617373,Medium,Accepted,Robert,Org line C,In Progress,V3_2,se,2012-05-03 14:19:12+00:00
PROD716,S42,Sweden,1-739617373,Medium,Completed,Robert,Org line C,Resolved,V3_2,se,2012-05-03 14:33:24+00:00
PROD716,S42,0,1-739617373,Medium,Completed,Siebel,Org line C,Closed,V3_2,se,2012-05-10 23:16:57+00:00
PROD566,N36,USA,1-739823923,Low,Accepted,Robert,Org line C,In Progress,V3_2,us,2012-05-03 19:56:50+00:00
PROD566,N36,USA,1-739823923,Low,Accepted,Robert,Org line C,In Progress,V3_2,us,2012-05-03 20:02:01+00:00
PROD566,N36,USA,1-739823923,Low,Completed,Robert,Org line C,In Call,V3_2,us,2012-05-03 20:16:13+00:00
PROD424,G96,Brazil,1-739841973,Low,Accepted,Patricia,Org line C,In Progress,V3_2,pl,2012-05-03 22:21:55+00:00
PROD424,G96,Brazil,1-739841973,Low,Accepted,Patricia,Org line C,In Progress,V3_2,pl,2012-05-03 22:23:01+00:00
PROD424,G96,Brazil,1-739841973,Low,Completed,Patricia,Org line C,In Call,V3_2,pl,2012-05-03 22:33:02+00:00
PROD328,D5,Belgium,1-739901840,Medium,Accepted,Jan,Org line C,In Progress,A2_1,be,2012-05-04 06:21:04+00:00
PROD328,D5,Belgium,1-739901840,Medium,Accepted,Jan,Org line C,In Progress,A2_1,be,2012-05-04 06:22:40+00:00
PROD328,D5,Belgium,1-739901840,Medium,Completed,Jan,Org line C,In Call,A2_1,be,2012-05-04 06:23:04+00:00
PROD424,G96,POLAND,1-740322551,Low,Accepted,Agata,Org line C,In Progress,V3_2,pl,2012-05-04 07:15:26+00:00
PROD424,G96,POLAND,1-740322551,Low,Accepted,Agata,Org line C,In Progress,V3_2,pl,2012-05-04 07:17:01+00:00
PROD424,G96,POLAND,1-740322551,Low,Completed,Agata,Org line C,In Call,V3_2,pl,2012-05-04 07:30:48+00:00
PROD544,S42,Sweden,1-740454929,Medium,Accepted,Robin,Org line C,In Progress,V3_2,se,2012-05-04 08:43:37+00:00
PROD544,S42,Sweden,1-740454929,Medium,Accepted,Robin,Org line C,In Progress,V3_2,se,2012-05-04 08:46:48+00:00
PROD544,G146 2nd,Sweden,1-740454929,Medium,Queued,Robin,Org line C,Awaiting Assignment,E_10,se,2012-05-04 08:51:45+00:00
PROD544,G146 2nd,Sweden,1-740454929,Medium,Accepted,Tina,Org line C,In Progress,E_10,se,2012-05-04 09:28:42+00:00
PROD544,G146 2nd,Sweden,1-740454929,Medium,Accepted,Tina,Org line C,Assigned,E_10,se,2012-05-04 09:28:47+00:00
PROD544,G146 2nd,Sweden,1-740454929,Medium,Accepted,Joel,Org line C,In Progress,E_10,se,2012-05-04 09:56:50+00:00
PROD544,G146 2nd,Sweden,1-740454929,Medium,Accepted,Joel,Org line C,Wait - Vendor,E_10,se,2012-05-04 09:58:35+00:00
PROD544,G146 2nd,Sweden,1-740454929,Medium,Completed,Joel,Org line C,Resolved,E_10,se,2012-05-04 11:40:35+00:00
PROD544,G146 2nd,0,1-740454929,Medium,Completed,Siebel,Org line C,Closed,E_10,se,2012-05-04 23:02:59+00:00
PROD660,S42,Sweden,1-740532923,Medium,Accepted,Sara,Org line C,In Progress,V3_2,se,2012-05-04 09:41:44+00:00
PROD660,S42,Sweden,1-740532923,Medium,Accepted,Sara,Org line C,In Progress,V3_2,se,2012-05-04 09:42:59+00:00
PROD660,S42,Sweden,1-740532923,Medium,Completed,Sara,Org line C,In Call,V3_2,se,2012-05-04 09:50:06+00:00
PROD215,G96,Brazil,1-740596823,Low,Accepted,Hebert,Org line C,In Progress,V3_2,pl,2012-05-04 11:56:33+00:00
PROD215,G96,Brazil,1-740596823,Low,Accepted,Hebert,Org line C,In Progress,V3_2,pl,2012-05-04 11:57:24+00:00
PROD215,G96,Brazil,1-740596823,Low,Accepted,Hebert,Org line C,In Progress,V3_2,pl,2012-05-04 12:05:56+00:00
PROD215,G40,Brazil,1-740596823,Low,Queued,Hebert,Org line A2,Awaiting Assignment,A2_2,pl,2012-05-04 12:08:15+00:00
PROD215,G40,Sweden,1-740596823,Low,Accepted,Vittal,Org line A2,In Progress,A2_2,pl,2012-05-04 12:30:59+00:00
PROD215,G97,Sweden,1-740596823,Low,Queued,Vittal,Org line C,Awaiting Assignment,V3_2,pl,2012-05-04 12:46:12+00:00
PROD215,G97,Brazil,1-740596823,Low,Accepted,Andre,Org line C,In Progress,V3_2,pl,2012-05-04 13:15:10+00:00
PROD215,G97,Brazil,1-740596823,Low,Accepted,Andre,Org line C,Assigned,V3_2,pl,2012-05-04 13:15:20+00:00
PROD215,G97,Brazil,1-740596823,Low,Accepted,Hebert,Org line C,In Progress,V3_2,pl,2012-05-04 18:43:56+00:00
PROD215,G97,Brazil,1-740596823,Low,Accepted,Hebert,Org line C,Wait - User,V3_2,pl,2012-05-04 18:57:32+00:00
PROD215,G97,Brazil,1-740596823,Low,Completed,Hebert,Org line C,Resolved,V3_2,pl,2012-05-04 19:19:09+00:00
PROD215,G97,0,1-740596823,Low,Completed,Siebel,Org line C,Closed,V3_2,pl,2012-05-04 23:02:31+00:00
PROD243,G47 2nd,0,1-740604727,Medium,Queued,Siebel,Org line A2,Awaiting Assignment,A2_4,se,2012-05-04 12:51:13+00:00
PROD243,G47 2nd,Sweden,1-740604727,Medium,Accepted,Rudraya,Org line A2,In Progress,A2_4,se,2012-05-04 12:52:07+00:00
PROD243,G47 2nd,Sweden,1-740604727,Medium,Completed,Rudraya,Org line A2,Resolved,A2_4,se,2012-05-04 15:00:44+00:00
PROD243,G47 2nd,0,1-740604727,Medium,Completed,Siebel,Org line A2,Closed,A2_4,se,2012-05-11 23:13:53+00:00
PROD794,D5,Belgium,1-740617839,Medium,Accepted,Jan,Org line C,In Progress,A2_1,be,2012-05-04 12:17:42+00:00
PROD794,D5,Belgium,1-740617839,Medium,Accepted,Jan,Org line C,In Progress,A2_1,be,2012-05-04 12:17:56+00:00
PROD794,D5,Belgium,1-740617839,Medium,Completed,Jan,Org line C,In Call,A2_1,be,2012-05-04 13:20:15+00:00
PROD104,G97,POLAND,1-740632539,Medium,Accepted,Olga,Org line C,In Progress,V3_2,pl,2012-05-04 12:44:44+00:00
PROD104,G97,POLAND,1-740632539,Medium,Accepted,Olga,Org line C,In Progress,V3_2,pl,2012-05-04 12:44:59+00:00
PROD104,G97,POLAND,1-740632539,Medium,Completed,Olga,Org line C,Resolved,V3_2,pl,2012-05-04 13:41:02+00:00
PROD104,G97,POLAND,1-740632539,Medium,Completed,Olga,Org line C,Closed,V3_2,pl,2012-05-04 13:41:06+00:00
PROD424,G96,Brazil,1-740650963,Low,Accepted,Alex,Org line C,In Progress,V3_2,pl,2012-05-04 12:44:44+00:00
PROD424,G96,Brazil,1-740650963,Low,Accepted,Alex,Org line C,In Progress,V3_2,pl,2012-05-04 12:45:50+00:00
PROD424,G96,Brazil,1-740650963,Low,Completed,Alex,Org line C,In Call,V3_2,pl,2012-05-04 12:56:18+00:00
PROD698,S56,Sweden,1-740683101,Low,Queued,Febe,Other,Awaiting Assignment,UNKNOWN,pl,2012-05-04 14:33:30+00:00
PROD698,S56,POLAND,1-740683101,Low,Accepted,Krzysztof,Other,In Progress,UNKNOWN,pl,2012-05-04 14:40:30+00:00
PROD698,G97,Sweden,1-740683101,Low,Queued,Debasish,Org line C,Awaiting Assignment,V3_2,pl,2012-05-04 17:47:03+00:00
PROD698,G97,Brazil,1-740683101,Low,Accepted,Renato,Org line C,In Progress,V3_2,pl,2012-05-04 18:01:59+00:00
PROD698,G97,Brazil,1-740683101,Low,Accepted,Renato,Org line C,In Progress,V3_2,pl,2012-05-04 18:02:30+00:00
PROD698,G97,Brazil,1-740683101,Low,Queued,Renato,Org line C,Awaiting Assignment,V3_2,pl,2012-05-04 18:02:37+00:00
PROD698,G97,Sweden,1-740683101,Low,Accepted,Joakim,Org line C,In Progress,V3_2,pl,2012-05-05 01:14:46+00:00
PROD698,G97,Sweden,1-740683101,Low,Queued,Joakim,Org line C,Awaiting Assignment,V3_2,pl,2012-05-05 01:14:52+00:00
PROD698,G97,POLAND,1-740683101,Low,Accepted,Magdalena,Org line C,In Progress,V3_2,pl,2012-05-08 11:58:51+00:00
PROD698,G97,POLAND,1-740683101,Low,Accepted,Magdalena,Org line C,Assigned,V3_2,pl,2012-05-08 11:58:56+00:00
PROD698,G97,POLAND,1-740683101,Low,Accepted,Natalia,Org line C,In Progress,V3_2,pl,2012-05-08 12:14:57+00:00
PROD698,G97,POLAND,1-740683101,Low,Queued,Natalia,Org line C,Awaiting Assignment,V3_2,pl,2012-05-08 12:14:59+00:00
PROD698,G97,POLAND,1-740683101,Low,Accepted,Dawid,Org line C,In Progress,V3_2,pl,2012-05-08 13:41:53+00:00
PROD698,G97,POLAND,1-740683101,Low,Accepted,Dawid,Org line C,Assigned,V3_2,pl,2012-05-08 13:42:30+00:00
PROD698,G97,POLAND,1-740683101,Low,Accepted,Pawel,Org line C,In Progress,V3_2,pl,2012-05-08 14:10:52+00:00
PROD698,G97,POLAND,1-740683101,Low,Accepted,Pawel,Org line C,Wait,V3_2,pl,2012-05-08 14:10:57+00:00
PROD698,G97,POLAND,1-740683101,Low,Accepted,Pawel,Org line C,In Progress,V3_2,pl,2012-05-09 11:45:49+00:00
PROD698,G97,POLAND,1-740683101,Low,Accepted,Pawel,Org line C,Wait,V3_2,pl,2012-05-09 11:47:18+00:00
PROD698,G97,POLAND,1-740683101,Low,Accepted,Pawel,Org line C,In Progress,V3_2,pl,2012-05-10 11:47:33+00:00
PROD698,G97,0,1-740683101,Low,Queued,Sumesh,Org line C,Awaiting Assignment,V3_2,pl,2012-05-10 13:07:34+00:00
PROD698,G97,POLAND,1-740683101,Low,Accepted,Magdalena,Org line C,In Progress,V3_2,pl,2012-05-11 08:46:40+00:00
PROD698,G97,POLAND,1-740683101,Low,Accepted,Magdalena,Org line C,Assigned,V3_2,pl,2012-05-11 08:46:46+00:00
PROD698,G97,POLAND,1-740683101,Low,Accepted,Pawel,Org line C,In Progress,V3_2,pl,2012-05-14 06:57:04+00:00
PROD698,G97,POLAND,1-740683101,Low,Accepted,Pawel,Org line C,Wait,V3_2,pl,2012-05-14 06:57:07+00:00
PROD698,G97,POLAND,1-740683101,Low,Completed,Pawel,Org line C,Resolved,V3_2,pl,2012-05-15 07:45:46+00:00
PROD698,G97,0,1-740683101,Low,Completed,Siebel,Org line C,Closed,V3_2,pl,2012-05-22 23:19:35+00:00
PROD793,G96,POLAND,1-740703544,Low,Accepted,Mateusz,Org line C,In Progress,V3_2,in,2012-05-04 14:38:03+00:00
PROD793,G96,POLAND,1-740703544,Low,Accepted,Mateusz,Org line C,In Progress,V3_2,in,2012-05-04 14:38:18+00:00
PROD793,G92,POLAND,1-740703544,Low,Queued,Mateusz,Org line C,Awaiting Assignment,E_5,in,2012-05-04 14:54:30+00:00
PROD793,G92,POLAND,1-740703544,Low,Queued,Mateusz,Org line C,Awaiting Assignment,E_5,in,2012-05-04 14:54:31+00:00
PROD793,G92,INDIA,1-740703544,Low,Accepted,Anjali,Org line C,In Progress,E_5,in,2012-05-04 16:13:30+00:00
PROD793,G92,INDIA,1-740703544,Low,Accepted,Anjali,Org line C,Wait - User,E_5,in,2012-05-04 16:19:58+00:00
PROD793,G92,INDIA,1-740703544,Low,Accepted,Anjali,Org line C,Assigned,E_5,in,2012-05-04 17:04:37+00:00
PROD793,G92,INDIA,1-740703544,Low,Accepted,Siddarth,Org line C,In Progress,E_5,in,2012-05-04 19:00:55+00:00
PROD793,G92,INDIA,1-740703544,Low,Accepted,Siddarth,Org line C,Wait - User,E_5,in,2012-05-04 19:03:05+00:00
PROD793,G92,INDIA,1-740703544,Low,Accepted,Siddarth,Org line C,Assigned,E_5,in,2012-05-07 01:19:33+00:00
PROD793,G92,INDIA,1-740703544,Low,Accepted,Arun,Org line C,In Progress,E_5,in,2012-05-07 10:22:29+00:00
PROD793,G92,INDIA,1-740703544,Low,Accepted,Arun,Org line C,Assigned,E_5,in,2012-05-07 10:23:08+00:00
PROD793,G92,INDIA,1-740703544,Low,Accepted,Sharath,Org line C,In Progress,E_5,in,2012-05-07 15:31:58+00:00
PROD793,G92,INDIA,1-740703544,Low,Accepted,Sharath,Org line C,Wait - User,E_5,in,2012-05-07 15:32:08+00:00
PROD793,G92,INDIA,1-740703544,Low,Accepted,Sharath,Org line C,Assigned,E_5,in,2012-05-07 17:40:58+00:00
PROD793,G92,INDIA,1-740703544,Low,Accepted,Debashish,Org line C,In Progress,E_5,in,2012-05-07 22:47:36+00:00
PROD793,G92,INDIA,1-740703544,Low,Completed,Debashish,Org line C,Resolved,E_5,in,2012-05-07 22:49:03+00:00
PROD793,G92,0,1-740703544,Low,Completed,Siebel,Org line C,Closed,E_5,in,2012-05-14 23:19:10+00:00
PROD805,C9,Brazil,1-740779871,Low,Accepted,Ander,Org line C,In Progress,V3_2,br,2012-05-04 18:39:28+00:00
PROD805,C9,Brazil,1-740779871,Low,Accepted,Ander,Org line C,In Progress,V3_2,br,2012-05-04 18:39:37+00:00
PROD805,C9,Brazil,1-740779871,Low,Completed,Ander,Org line C,In Call,V3_2,br,2012-05-04 18:40:01+00:00
PROD383,G76,0,1-740780080,Medium,Queued,Siebel,Org line C,Awaiting Assignment,E_5,se,2012-05-04 15:43:59+00:00
PROD383,G76,Sweden,1-740780080,Medium,Accepted,Christer,Org line C,In Progress,E_5,se,2012-05-04 16:00:29+00:00
PROD383,G76,Sweden,1-740780080,Medium,Completed,Christer,Org line C,Resolved,E_5,se,2012-05-04 16:01:51+00:00
PROD383,G76,0,1-740780080,Medium,Completed,Siebel,Org line C,Closed,E_5,se,2012-05-11 23:13:07+00:00
PROD321,G97,Brazil,1-740801731,Low,Accepted,Eduardo,Org line C,In Progress,V3_2,pl,2012-05-04 17:57:47+00:00
PROD321,G97,Brazil,1-740801731,Low,Accepted,Eduardo,Org line C,In Progress,V3_2,pl,2012-05-04 17:59:53+00:00
PROD321,G97,Brazil,1-740801731,Low,Accepted,Eduardo,Org line C,Wait - Implementation,V3_2,pl,2012-05-04 21:24:41+00:00
PROD321,G97,Brazil,1-740801731,Low,Completed,Eduardo,Org line C,Resolved,V3_2,pl,2012-05-07 20:12:57+00:00
PROD321,G97,0,1-740801731,Low,Completed,Siebel,Org line C,Closed,V3_2,pl,2012-05-14 23:19:00+00:00
PROD197,N36,USA,1-740812628,Low,Accepted,Matt,Org line C,In Progress,V3_2,us,2012-05-04 18:10:44+00:00
PROD197,N36,USA,1-740812628,Low,Accepted,Matt,Org line C,In Progress,V3_2,us,2012-05-04 18:11:46+00:00
PROD197,N36,USA,1-740812628,Low,Completed,Matt,Org line C,In Call,V3_2,us,2012-05-04 19:20:32+00:00
PROD553,N38,USA,1-740813912,Medium,Accepted,Josh,Org line C,In Progress,V3_2,us,2012-05-04 16:02:12+00:00
PROD553,N38,USA,1-740813912,Medium,Accepted,Josh,Org line C,In Progress,V3_2,us,2012-05-04 16:14:25+00:00
PROD553,N38,USA,1-740813912,Medium,Completed,Josh,Org line C,In Call,V3_2,us,2012-05-04 16:14:37+00:00
PROD566,N36,USA,1-740820688,Low,Accepted,Joshua,Org line C,In Progress,V3_2,us,2012-05-04 17:53:22+00:00
PROD566,N36,USA,1-740820688,Low,Accepted,Joshua,Org line C,In Progress,V3_2,us,2012-05-04 17:56:21+00:00
PROD566,N36,USA,1-740820688,Low,Completed,Joshua,Org line C,In Call,V3_2,us,2012-05-04 18:44:13+00:00
PROD364,N36,USA,1-740846515,Low,Accepted,Matt,Org line C,In Progress,V3_2,us,2012-05-04 20:37:33+00:00
PROD364,N36,USA,1-740846515,Low,Accepted,Matt,Org line C,In Progress,V3_2,us,2012-05-04 20:38:33+00:00
PROD364,N36,USA,1-740846515,Low,Completed,Matt,Org line C,In Call,V3_2,us,2012-05-04 20:51:19+00:00
